AREANM,AREACD,Year,GDHI,UK_Average,Diff_from_UK_Avg,Pct_of_UK_Avg,Income_Category
East Riding of Yorkshire,UKE12,2001,12202,12534.530726256984,-332.53072625698405,97.34708276265653,Low
North and North East Lincolnshire,UKE13,2001,10706,12534.530726256984,-1828.530726256984,85.41205278290451,Low
York,UKE21,2001,13033,12534.530726256984,498.46927374301595,103.97676853349473,Low
North Yorkshire CC,UKE22,2001,13244,12534.530726256984,709.469273743016,105.6601183501576,Low
"Barnsley, Doncaster and Rotherham",UKE31,2001,10582,12534.530726256984,-1952.530726256984,84.42278559206946,Low
Sheffield,UKE32,2001,11144,12534.530726256984,-1390.530726256984,88.90639979569288,Low
Bradford,UKE41,2001,10609,12534.530726256984,-1925.530726256984,84.63819054491258,Low
Leeds,UKE42,2001,12080,12534.530726256984,-454.53072625698405,96.3737714942543,Low
Calderdale and Kirklees,UKE44,2001,11178,12534.530726256984,-1356.530726256984,89.17765047705088,Low
Wakefield,UKE45,2001,11028,12534.530726256984,-1506.530726256984,87.9809562945891,Low
Derby,UKF11,2001,10483,12534.530726256984,-2051.530726256984,83.63296743164469,Low
East Derbyshire,UKF12,2001,10819,12534.530726256984,-1715.530726256984,86.31356240035905,Low
South and West Derbyshire,UKF13,2001,11542,12534.530726256984,-992.530726256984,92.08162835982476,Low
Nottingham,UKF14,2001,9654,12534.530726256984,-2880.530726256984,77.01923758323932,Low
North Nottinghamshire,UKF15,2001,11003,12534.530726256984,-1531.530726256984,87.78150726417881,Low
South Nottinghamshire,UKF16,2001,12988,12534.530726256984,453.46927374301595,103.6177602787562,Low
Leicester,UKF21,2001,9568,12534.530726256984,-2966.530726256984,76.33313291862791,Low
Leicestershire CC and Rutland,UKF22,2001,12726,12534.530726256984,191.46927374301595,101.52753444005631,Low
West Northamptonshire,UKF24,2001,12905,12534.530726256984,370.46927374301595,102.95558949779402,Low
North Northamptonshire,UKF25,2001,11899,12534.530726256984,-635.530726256984,94.92976051408377,Low
Lincolnshire,UKF30,2001,11549,12534.530726256984,-985.530726256984,92.13747408833964,Low
"Herefordshire, County of",UKG11,2001,12205,12534.530726256984,-329.53072625698405,97.37101664630578,Low
Worcestershire,UKG12,2001,13125,12534.530726256984,590.469273743016,104.7107409654046,Low
Warwickshire,UKG13,2001,13987,12534.530726256984,1452.469273743016,111.58774353395155,Low
Telford and Wrekin,UKG21,2001,10446,12534.530726256984,-2088.530726256984,83.33778286663745,Low
Shropshire CC,UKG22,2001,12273,12534.530726256984,-261.53072625698405,97.91351800902177,Low
Stoke-on-Trent,UKG23,2001,9500,12534.530726256984,-3034.530726256984,75.79063155591192,Low
Staffordshire CC,UKG24,2001,12345,12534.530726256984,-189.53072625698405,98.48793121660341,Low
Birmingham,UKG31,2001,10485,12534.530726256984,-2049.530726256984,83.64892335407751,Low
Solihull,UKG32,2001,15298,12534.530726256984,2763.469273743016,122.0468506886674,Medium
Coventry,UKG33,2001,10814,12534.530726256984,-1720.530726256984,86.27367259427699,Low
Dudley,UKG36,2001,11120,12534.530726256984,-1414.530726256984,88.714928726499,Low
Sandwell,UKG37,2001,9566,12534.530726256984,-2968.530726256984,76.31717699619509,Low
Walsall,UKG38,2001,10193,12534.530726256984,-2341.530726256984,81.31935867888528,Low
Wolverhampton,UKG39,2001,10451,12534.530726256984,-2083.530726256984,83.37767267271951,Low
Peterborough,UKH11,2001,12095,12534.530726256984,-439.53072625698405,96.49344091250049,Low
Cambridgeshire CC,UKH12,2001,13527,12534.530726256984,992.469273743016,107.91788137440214,Low
Suffolk,UKH14,2001,12296,12534.530726256984,-238.53072625698405,98.09701111699924,Low
Norwich and East Norfolk,UKH15,2001,11700,12534.530726256984,-834.530726256984,93.34214623201783,Low
North and West Norfolk,UKH16,2001,11393,12534.530726256984,-1141.530726256984,90.8929121385794,Low
Breckland and South Norfolk,UKH17,2001,12081,12534.530726256984,-453.53072625698405,96.38174945547071,Low
Luton,UKH21,2001,10691,12534.530726256984,-1843.530726256984,85.29238336465835,Low
Hertfordshire,UKH23,2001,16156,12534.530726256984,3621.469273743016,128.89194141234873,Medium
Bedford,UKH24,2001,12664,12534.530726256984,129.46927374301595,101.03290084463879,Low
Central Bedfordshire,UKH25,2001,13891,12534.530726256984,1356.469273743016,110.82185925717603,Low
Southend-on-Sea,UKH31,2001,13115,12534.530726256984,580.469273743016,104.63096135324051,Low
Thurrock,UKH32,2001,11311,12534.530726256984,-1223.530726256984,90.23871931883363,Low
Essex Haven Gateway,UKH34,2001,12292,12534.530726256984,-242.53072625698405,98.06509927213361,Low
West Essex,UKH35,2001,15706,12534.530726256984,3171.469273743016,125.3018588649634,Medium
Heart of Essex,UKH36,2001,15964,12534.530726256984,3429.469273743016,127.36017285879765,Medium
Essex Thames Gateway,UKH37,2001,13547,12534.530726256984,1012.469273743016,108.07744059873039,Low
Camden and City of London,UKI31,2001,24060,12534.530726256984,11525.469273743016,191.94974686686743,Very High
Westminster,UKI32,2001,26516,12534.530726256984,13981.469273743016,211.5436196143748,Very High
Kensington & Chelsea and Hammersmith & Fulham,UKI33,2001,31184,12534.530726256984,18649.469273743016,248.78474257258495,Very High
Wandsworth,UKI34,2001,20131,12534.530726256984,7596.469273743016,160.60433724758553,High
Hackney and Newham,UKI41,2001,9492,12534.530726256984,-3042.530726256984,75.72680786618061,Low
Tower Hamlets,UKI42,2001,15731,12534.530726256984,3196.469273743016,125.5013078953737,Medium
Haringey and Islington,UKI43,2001,18388,12534.530726256984,5853.469273743016,146.6987508473798,High
Lewisham and Southwark,UKI44,2001,12667,12534.530726256984,132.46927374301595,101.05683472828801,Low
Lambeth,UKI45,2001,13932,12534.530726256984,1397.469273743016,111.14895566704892,Low
Bexley and Greenwich,UKI51,2001,14984,12534.530726256984,2449.469273743016,119.54177086671412,Low
Barking & Dagenham and Havering,UKI52,2001,12685,12534.530726256984,150.46927374301595,101.20043803018343,Low
Redbridge and Waltham Forest,UKI53,2001,13575,12534.530726256984,1040.469273743016,108.30082351278992,Low
Enfield,UKI54,2001,13470,12534.530726256984,935.469273743016,107.46313758506668,Low
Bromley,UKI61,2001,17056,12534.530726256984,4521.469273743016,136.07210650711932,Medium
Croydon,UKI62,2001,13125,12534.530726256984,590.469273743016,104.7107409654046,Low
"Merton, Kingston upon Thames and Sutton",UKI63,2001,16945,12534.530726256984,4410.469273743016,135.1865528120976,Medium
Barnet,UKI71,2001,15862,12534.530726256984,3327.469273743016,126.54642081472365,Medium
Brent,UKI72,2001,13599,12534.530726256984,1064.469273743016,108.4922945819838,Low
Ealing,UKI73,2001,15542,12534.530726256984,3007.469273743016,123.99347322547187,Medium
Harrow and Hillingdon,UKI74,2001,14589,12534.530726256984,2054.469273743016,116.39047618623147,Low
Hounslow and Richmond upon Thames,UKI75,2001,20473,12534.530726256984,7938.469273743016,163.33279998359836,High
Berkshire,UKJ11,2001,15788,12534.530726256984,3253.469273743016,125.95605168470918,Medium
Milton Keynes,UKJ12,2001,12890,12534.530726256984,355.46927374301595,102.83592007954785,Low
Buckinghamshire CC,UKJ13,2001,17907,12534.530726256984,5372.469273743016,142.86135150228574,Medium
Oxfordshire,UKJ14,2001,15432,12534.530726256984,2897.469273743016,123.11589749166659,Medium
Brighton and Hove,UKJ21,2001,14151,12534.530726256984,1616.469273743016,112.8961291734431,Low
East Sussex CC,UKJ22,2001,13862,12534.530726256984,1327.469273743016,110.59049838190009,Low
West Surrey,UKJ25,2001,18853,12534.530726256984,6318.469273743016,150.40850281301127,High
East Surrey,UKJ26,2001,18396,12534.530726256984,5861.469273743016,146.7625745371111,High
West Sussex (South West),UKJ27,2001,13948,12534.530726256984,1413.469273743016,111.2766030465115,Low
West Sussex (North East),UKJ28,2001,16847,12534.530726256984,4312.469273743016,134.40471261288926,Medium
Portsmouth,UKJ31,2001,10878,12534.530726256984,-1656.530726256984,86.78426211212734,Low
Southampton,UKJ32,2001,10735,12534.530726256984,-1799.530726256984,85.64341365818045,Low
Isle of Wight,UKJ34,2001,11727,12534.530726256984,-807.530726256984,93.55755118486094,Low
South Hampshire,UKJ35,2001,12848,12534.530726256984,313.46927374301595,102.50084570845854,Low
Central Hampshire,UKJ36,2001,15982,12534.530726256984,3447.469273743016,127.50377616069306,Medium
North Hampshire,UKJ37,2001,15857,12534.530726256984,3322.469273743016,126.5065310086416,Medium
Medway,UKJ41,2001,12311,12534.530726256984,-223.53072625698405,98.21668053524543,Low
Kent Thames Gateway,UKJ43,2001,12525,12534.530726256984,-9.530726256984053,99.92396423555753,Low
East Kent,UKJ44,2001,11172,12534.530726256984,-1362.530726256984,89.1297827097524,Low
Mid Kent,UKJ45,2001,14751,12534.530726256984,2216.469273743016,117.68290590329016,Low
West Kent,UKJ46,2001,17939,12534.530726256984,5404.469273743016,143.11664626121092,Medium
"Bristol, City of",UKK11,2001,12265,12534.530726256984,-269.53072625698405,97.84969431929048,Low
"Bath and North East Somerset, North Somerset and South Gloucestershire",UKK12,2001,13675,12534.530726256984,1140.469273743016,109.09861963443109,Low
Gloucestershire,UKK13,2001,13746,12534.530726256984,1211.469273743016,109.66505488079632,Low
Swindon,UKK14,2001,13599,12534.530726256984,1064.469273743016,108.4922945819838,Low
Wiltshire CC,UKK15,2001,13939,12534.530726256984,1404.469273743016,111.20480139556379,Low
Bournemouth and Poole,UKK21,2001,13539,12534.530726256984,1004.469273743016,108.01361690899908,Low
Dorset CC,UKK22,2001,13748,12534.530726256984,1213.469273743016,109.68101080322914,Low
Somerset,UKK23,2001,12727,12534.530726256984,192.46927374301595,101.53551240127273,Low
Cornwall and Isles of Scilly,UKK30,2001,11531,12534.530726256984,-1003.530726256984,91.99387078644423,Low
Plymouth,UKK41,2001,10702,12534.530726256984,-1832.530726256984,85.38014093803888,Low
Torbay,UKK42,2001,11393,12534.530726256984,-1141.530726256984,90.8929121385794,Low
Devon CC,UKK43,2001,12562,12534.530726256984,27.469273743015947,100.21914880056477,Low
Isle of Anglesey,UKL11,2001,10932,12534.530726256984,-1602.530726256984,87.21507201781358,Low
Gwynedd,UKL12,2001,10504,12534.530726256984,-2030.530726256984,83.80050461718935,Low
Conwy and Denbighshire,UKL13,2001,11698,12534.530726256984,-836.530726256984,93.326190309585,Low
South West Wales,UKL14,2001,10145,12534.530726256984,-2389.530726256984,80.9364165404975,Low
Central Valleys,UKL15,2001,9910,12534.530726256984,-2624.530726256984,79.06159565464074,Low
Gwent Valleys,UKL16,2001,10535,12534.530726256984,-1999.530726256984,84.04782141489811,Low
Bridgend and Neath Port Talbot,UKL17,2001,11365,12534.530726256984,-1169.530726256984,90.66952922451988,Low
Swansea,UKL18,2001,11271,12534.530726256984,-1263.530726256984,89.91960087017718,Low
Monmouthshire and Newport,UKL21,2001,12167,12534.530726256984,-367.53072625698405,97.06785412008213,Low
Cardiff and Vale of Glamorgan,UKL22,2001,11887,12534.530726256984,-647.530726256984,94.83402497948683,Low
Flintshire and Wrexham,UKL23,2001,11566,12534.530726256984,-968.530726256984,92.27309942901864,Low
Powys,UKL24,2001,11101,12534.530726256984,-1433.530726256984,88.56334746338716,Low
Aberdeen City and Aberdeenshire,UKM50,2001,12822,12534.530726256984,287.46927374301595,102.29341871683184,Low
Caithness & Sutherland and Ross & Cromarty,UKM61,2001,11437,12534.530726256984,-1097.530726256984,91.24394243210153,Low
"Inverness & Nairn and Moray, Badenoch & Strathspey",UKM62,2001,10364,12534.530726256984,-2170.530726256984,82.68359004689168,Low
"Lochaber, Skye & Lochalsh, Arran & Cumbrae and Argyll & Bute",UKM63,2001,10165,12534.530726256984,-2369.530726256984,81.09597576482574,Low
Na h-Eileanan Siar (Western Isles),UKM64,2001,10131,12534.530726256984,-2403.530726256984,80.82472508346774,Low
Orkney Islands,UKM65,2001,9653,12534.530726256984,-2881.530726256984,77.0112596220229,Low
Shetland Islands,UKM66,2001,10790,12534.530726256984,-1744.530726256984,86.08220152508311,Low
Angus and Dundee City,UKM71,2001,11412,12534.530726256984,-1122.530726256984,91.04449340169123,Low
Clackmannanshire and Fife,UKM72,2001,10923,12534.530726256984,-1611.530726256984,87.14327036686588,Low
East Lothian and Midlothian,UKM73,2001,11794,12534.530726256984,-740.530726256984,94.09207458636052,Low
"Edinburgh, City of",UKM75,2001,14904,12534.530726256984,2369.469273743016,118.90353396940117,Low
Falkirk,UKM76,2001,10771,12534.530726256984,-1763.530726256984,85.93062026197128,Low
Perth & Kinross and Stirling,UKM77,2001,13147,12534.530726256984,612.469273743016,104.88625611216567,Low
West Lothian,UKM78,2001,11178,12534.530726256984,-1356.530726256984,89.17765047705088,Low
"East Dunbartonshire, West Dunbartonshire and Helensburgh & Lomond",UKM81,2001,12242,12534.530726256984,-292.53072625698405,97.66620121131301,Low
Glasgow City,UKM82,2001,10941,12534.530726256984,-1593.530726256984,87.28687366876129,Low
"Inverclyde, East Renfrewshire and Renfrewshire",UKM83,2001,12758,12534.530726256984,223.46927374301595,101.78282919898149,Low
North Lanarkshire,UKM84,2001,10561,12534.530726256984,-1973.530726256984,84.25524840652481,Low
Scottish Borders,UKM91,2001,11506,12534.530726256984,-1028.530726256984,91.79442175603394,Low
Dumfries & Galloway,UKM92,2001,10691,12534.530726256984,-1843.530726256984,85.29238336465835,Low
East Ayrshire and North Ayrshire mainland,UKM93,2001,10190,12534.530726256984,-2344.530726256984,81.29542479523604,Low
South Ayrshire,UKM94,2001,11572,12534.530726256984,-962.530726256984,92.32096719631711,Low
South Lanarkshire,UKM95,2001,11436,12534.530726256984,-1098.530726256984,91.23596447088511,Low
Belfast,UKN06,2001,11326,12534.530726256984,-1208.530726256984,90.35838873707982,Low
"Armagh City, Banbridge and Craigavon",UKN07,2001,9755,12534.530726256984,-2779.530726256984,77.82501166609691,Low
"Newry, Mourne and Down",UKN08,2001,9655,12534.530726256984,-2879.530726256984,77.02721554445574,Low
Ards and North Down,UKN09,2001,10999,12534.530726256984,-1535.530726256984,87.74959541931317,Low
Derry City and Strabane,UKN10,2001,8320,12534.530726256984,-4214.530726256984,66.37663732054601,Low
Mid Ulster,UKN11,2001,8947,12534.530726256984,-3587.530726256984,71.37881900323619,Low
Causeway Coast and Glens,UKN12,2001,8522,12534.530726256984,-4012.530726256984,67.98818548626119,Low
Antrim and Newtownabbey,UKN13,2001,10862,12534.530726256984,-1672.530726256984,86.65661473266475,Low
Lisburn and Castlereagh,UKN14,2001,11153,12534.530726256984,-1381.530726256984,88.97820144664058,Low
Mid and East Antrim,UKN15,2001,10545,12534.530726256984,-1989.530726256984,84.12760102706221,Low
Fermanagh and Omagh,UKN16,2001,8880,12534.530726256984,-3654.530726256984,70.8442956017366,Low
Hartlepool and Stockton-on-Tees,UKC11,2002,11068,12896.469273743016,-1828.469273743016,85.82193905221992,Low
South Teesside,UKC12,2002,10363,12896.469273743016,-2533.469273743016,80.355326562898,Low
Darlington,UKC13,2002,11639,12896.469273743016,-1257.469273743016,90.24950746555726,Low
Durham CC,UKC14,2002,11038,12896.469273743016,-1858.469273743016,85.58931724416367,Low
Northumberland,UKC21,2002,12504,12896.469273743016,-392.46927374301595,96.95676959784585,Low
Tyneside,UKC22,2002,10998,12896.469273743016,-1898.469273743016,85.279154833422,Low
Sunderland,UKC23,2002,10335,12896.469273743016,-2561.469273743016,80.13821287537883,Low
West Cumbria,UKD11,2002,11025,12896.469273743016,-1871.469273743016,85.48851446067263,Low
East Cumbria,UKD12,2002,13355,12896.469273743016,458.53072625698405,103.55547488637487,Low
Manchester,UKD33,2002,9431,12896.469273743016,-3465.469273743016,73.1285423926171,Low
Greater Manchester South West,UKD34,2002,14259,12896.469273743016,1362.530726256984,110.5651453691366,Low
Greater Manchester South East,UKD35,2002,12027,12896.469273743016,-869.469273743016,93.25808284975145,Low
Greater Manchester North West,UKD36,2002,11837,12896.469273743016,-1059.469273743016,91.78481139872852,Low
Greater Manchester North East,UKD37,2002,11026,12896.469273743016,-1870.469273743016,85.49626852094117,Low
Blackburn with Darwen,UKD41,2002,9395,12896.469273743016,-3501.469273743016,72.8493962229496,Low
Blackpool,UKD42,2002,11044,12896.469273743016,-1852.469273743016,85.63584160577491,Low
Lancaster and Wyre,UKD44,2002,11389,12896.469273743016,-1507.469273743016,88.31099239842182,Low
Mid Lancashire,UKD45,2002,12946,12896.469273743016,49.53072625698405,100.38406423654129,Low
East Lancashire,UKD46,2002,9970,12896.469273743016,-2926.469273743016,77.30798087736109,Low
Chorley and West Lancashire,UKD47,2002,12593,12896.469273743016,-303.46927374301595,97.64688096174606,Low
Warrington,UKD61,2002,13043,12896.469273743016,146.53072625698405,101.13620808258985,Low
Cheshire East,UKD62,2002,14822,12896.469273743016,1925.530726256984,114.9306813003256,Low
Cheshire West and Chester,UKD63,2002,13528,12896.469273743016,631.530726256984,104.89692731283257,Low
East Merseyside,UKD71,2002,10431,12896.469273743016,-2465.469273743016,80.88260266115883,Low
Liverpool,UKD72,2002,10328,12896.469273743016,-2568.469273743016,80.08393445349904,Low
Sefton,UKD73,2002,12419,12896.469273743016,-477.46927374301595,96.2976744750198,Low
Wirral,UKD74,2002,12825,12896.469273743016,-71.46927374301595,99.44582294404775,Low
"Kingston upon Hull, City of",UKE11,2002,9833,12896.469273743016,-3063.469273743016,76.24567462057088,Low
East Riding of Yorkshire,UKE12,2002,12707,12896.469273743016,-189.46927374301595,98.53084383235982,Low
North and North East Lincolnshire,UKE13,2002,10988,12896.469273743016,-1908.469273743016,85.20161423073658,Low
York,UKE21,2002,13614,12896.469273743016,717.530726256984,105.56377649592719,Low
North Yorkshire CC,UKE22,2002,13844,12896.469273743016,947.530726256984,107.34721035769176,Low
"Barnsley, Doncaster and Rotherham",UKE31,2002,10825,12896.469273743016,-2071.469273743016,83.93770240696428,Low
Sheffield,UKE32,2002,11458,12896.469273743016,-1438.469273743016,88.8460225569512,Low
Bradford,UKE41,2002,10832,12896.469273743016,-2064.469273743016,83.99198082884408,Low
Leeds,UKE42,2002,12366,12896.469273743016,-530.469273743016,95.88670928078709,Low
Calderdale and Kirklees,UKE44,2002,11410,12896.469273743016,-1486.469273743016,88.47382766406119,Low
Wakefield,UKE45,2002,11414,12896.469273743016,-1482.469273743016,88.50484390513536,Low
Derby,UKF11,2002,10914,12896.469273743016,-1982.469273743016,84.62781377086449,Low
East Derbyshire,UKF12,2002,11128,12896.469273743016,-1768.469273743016,86.28718266833242,Low
South and West Derbyshire,UKF13,2002,11958,12896.469273743016,-938.469273743016,92.72305269122207,Low
Nottingham,UKF14,2002,9864,12896.469273743016,-3032.469273743016,76.48605048889567,Low
North Nottinghamshire,UKF15,2002,11407,12896.469273743016,-1489.469273743016,88.45056548325557,Low
South Nottinghamshire,UKF16,2002,13356,12896.469273743016,459.53072625698405,103.5632289466434,Low
Leicester,UKF21,2002,9843,12896.469273743016,-3053.469273743016,76.32321522325628,Low
Leicestershire CC and Rutland,UKF22,2002,13101,12896.469273743016,204.53072625698405,101.58594357816526,Low
West Northamptonshire,UKF24,2002,13033,12896.469273743016,136.53072625698405,101.05866747990441,Low
North Northamptonshire,UKF25,2002,12080,12896.469273743016,-816.469273743016,93.66904804398416,Low
Lincolnshire,UKF30,2002,11828,12896.469273743016,-1068.469273743016,91.71502485631163,Low
"Herefordshire, County of",UKG11,2002,12648,12896.469273743016,-248.46927374301595,98.07335427651586,Low
Worcestershire,UKG12,2002,13577,12896.469273743016,680.530726256984,105.27687626599113,Low
Warwickshire,UKG13,2002,14366,12896.469273743016,1469.530726256984,111.39482981787057,Low
Telford and Wrekin,UKG21,2002,10899,12896.469273743016,-1997.469273743016,84.51150286683637,Low
Shropshire CC,UKG22,2002,12688,12896.469273743016,-208.46927374301595,98.38351668725753,Low
Stoke-on-Trent,UKG23,2002,9646,12896.469273743016,-3250.469273743016,74.79566535035357,Low
Staffordshire CC,UKG24,2002,12685,12896.469273743016,-211.46927374301595,98.36025450645191,Low
Birmingham,UKG31,2002,10674,12896.469273743016,-2222.469273743016,82.76683930641447,Low
Solihull,UKG32,2002,15780,12896.469273743016,2883.530726256984,122.35907103758856,Medium
Coventry,UKG33,2002,11136,12896.469273743016,-1760.469273743016,86.34921515048076,Low
Dudley,UKG36,2002,11249,12896.469273743016,-1647.469273743016,87.22542396082598,Low
Sandwell,UKG37,2002,9754,12896.469273743016,-3142.469273743016,75.63310385935608,Low
Walsall,UKG38,2002,10487,12896.469273743016,-2409.469273743016,81.31683003619717,Low
Wolverhampton,UKG39,2002,10646,12896.469273743016,-2250.469273743016,82.54972561889531,Low
Peterborough,UKH11,2002,12320,12896.469273743016,-576.469273743016,95.53002250843417,Low
Cambridgeshire CC,UKH12,2002,14129,12896.469273743016,1232.530726256984,109.55711753422617,Low
Suffolk,UKH14,2002,12671,12896.469273743016,-225.46927374301595,98.25169766269232,Low
Norwich and East Norfolk,UKH15,2002,11930,12896.469273743016,-966.469273743016,92.50593900370289,Low
North and West Norfolk,UKH16,2002,11690,12896.469273743016,-1206.469273743016,90.64496453925288,Low
Breckland and South Norfolk,UKH17,2002,12240,12896.469273743016,-656.469273743016,94.90969768695084,Low
Luton,UKH21,2002,11063,12896.469273743016,-1833.469273743016,85.78316875087721,Low
Hertfordshire,UKH23,2002,16472,12896.469273743016,3575.530726256984,127.72488074341946,Medium
Bedford,UKH24,2002,13240,12896.469273743016,343.53072625698405,102.66375795549256,Low
Central Bedfordshire,UKH25,2002,14519,12896.469273743016,1622.530726256984,112.58120103895743,Low
Southend-on-Sea,UKH31,2002,13641,12896.469273743016,744.530726256984,105.7731361231778,Low
Thurrock,UKH32,2002,12013,12896.469273743016,-883.469273743016,93.14952600599186,Low
Essex Haven Gateway,UKH34,2002,12794,12896.469273743016,-102.46927374301595,99.20544707572296,Low
West Essex,UKH35,2002,16070,12896.469273743016,3173.530726256984,124.60774851546567,Medium
Heart of Essex,UKH36,2002,16326,12896.469273743016,3429.530726256984,126.59278794421236,Medium
Essex Thames Gateway,UKH37,2002,13991,12896.469273743016,1094.530726256984,108.4870572171674,Low
Camden and City of London,UKI31,2002,24107,12896.469273743016,11210.530726256984,186.9271308937356,Very High
Westminster,UKI32,2002,26218,12896.469273743016,13321.530726256984,203.2959521206272,Very High
Kensington & Chelsea and Hammersmith & Fulham,UKI33,2002,30662,12896.469273743016,17765.530726256984,237.75499595402664,Very High
Wandsworth,UKI34,2002,20093,12896.469273743016,7196.530726256984,155.80233297580907,High
Hackney and Newham,UKI41,2002,9814,12896.469273743016,-3082.469273743016,76.09834747546859,Low
Tower Hamlets,UKI42,2002,15809,12896.469273743016,2912.530726256984,122.58393878537628,Medium
Haringey and Islington,UKI43,2002,18727,12896.469273743016,5830.530726256984,145.21028664898105,High
Lewisham and Southwark,UKI44,2002,12965,12896.469273743016,68.53072625698405,100.5313913816436,Low
Lambeth,UKI45,2002,14217,12896.469273743016,1320.530726256984,110.23947483785783,Low
Bexley and Greenwich,UKI51,2002,15213,12896.469273743016,2316.530726256984,117.9625188653254,Medium
Barking & Dagenham and Havering,UKI52,2002,13038,12896.469273743016,141.53072625698405,101.09743778124714,Low
Redbridge and Waltham Forest,UKI53,2002,13951,12896.469273743016,1054.530726256984,108.17689480642574,Low
Enfield,UKI54,2002,13663,12896.469273743016,766.530726256984,105.94372544908572,Low
Bromley,UKI61,2002,17424,12896.469273743016,4527.530726256984,135.10674611907118,Medium
Croydon,UKI62,2002,13576,12896.469273743016,679.530726256984,105.2691222057226,Low
"Merton, Kingston upon Thames and Sutton",UKI63,2002,17282,12896.469273743016,4385.530726256984,134.00566956093826,Medium
Barnet,UKI71,2002,16408,12896.469273743016,3511.530726256984,127.22862088623279,Medium
Brent,UKI72,2002,14157,12896.469273743016,1260.530726256984,109.77423122174534,Low
Ealing,UKI73,2002,15990,12896.469273743016,3093.530726256984,123.98742369398235,Medium
Harrow and Hillingdon,UKI74,2002,15114,12896.469273743016,2217.530726256984,117.19486689873978,Medium
Hounslow and Richmond upon Thames,UKI75,2002,20790,12896.469273743016,7893.530726256984,161.20691298298266,High
Berkshire,UKJ11,2002,16227,12896.469273743016,3330.530726256984,125.82513597762673,Medium
Milton Keynes,UKJ12,2002,13642,12896.469273743016,745.530726256984,105.78089018344635,Low
Buckinghamshire CC,UKJ13,2002,18268,12896.469273743016,5371.530726256984,141.65117298572042,High
Oxfordshire,UKJ14,2002,15888,12896.469273743016,2991.530726256984,123.19650954659107,Medium
Brighton and Hove,UKJ21,2002,14590,12896.469273743016,1693.530726256984,113.13173931802392,Low
East Sussex CC,UKJ22,2002,14204,12896.469273743016,1307.530726256984,110.13867205436681,Low
West Surrey,UKJ25,2002,19418,12896.469273743016,6521.530726256984,150.5683422945434,High
East Surrey,UKJ26,2002,19016,12896.469273743016,6119.530726256984,147.45121006658962,High
West Sussex (South West),UKJ27,2002,14271,12896.469273743016,1374.530726256984,110.65819409235908,Low
West Sussex (North East),UKJ28,2002,17178,12896.469273743016,4281.530726256984,133.1992472930099,Medium
Portsmouth,UKJ31,2002,11341,12896.469273743016,-1555.469273743016,87.93879750553182,Low
Southampton,UKJ32,2002,11176,12896.469273743016,-1720.469273743016,86.65937756122243,Low
Isle of Wight,UKJ34,2002,12021,12896.469273743016,-875.469273743016,93.21155848814018,Low
South Hampshire,UKJ35,2002,13434,12896.469273743016,537.530726256984,104.16804564758965,Low
Central Hampshire,UKJ36,2002,16417,12896.469273743016,3520.530726256984,127.29840742864967,Medium
North Hampshire,UKJ37,2002,16283,12896.469273743016,3386.530726256984,126.25936335266505,Medium
Medway,UKJ41,2002,12680,12896.469273743016,-216.46927374301595,98.3214842051092,Low
Kent Thames Gateway,UKJ43,2002,13049,12896.469273743016,152.53072625698405,101.18273244420111,Low
East Kent,UKJ44,2002,11659,12896.469273743016,-1237.469273743016,90.40458867092809,Low
Mid Kent,UKJ45,2002,15001,12896.469273743016,2104.530726256984,116.31865808839457,Medium
West Kent,UKJ46,2002,18259,12896.469273743016,5362.530726256984,141.58138644330353,High
"Bristol, City of",UKK11,2002,12434,12896.469273743016,-462.46927374301595,96.41398537904793,Low
"Bath and North East Somerset, North Somerset and South Gloucestershire",UKK12,2002,13844,12896.469273743016,947.530726256984,107.34721035769176,Low
Gloucestershire,UKK13,2002,13811,12896.469273743016,914.530726256984,107.0913263688299,Low
Swindon,UKK14,2002,14006,12896.469273743016,1109.530726256984,108.60336812119553,Low
Wiltshire CC,UKK15,2002,14218,12896.469273743016,1321.530726256984,110.2472288981264,Low
Bournemouth and Poole,UKK21,2002,13692,12896.469273743016,795.530726256984,106.16859319687345,Low
Dorset CC,UKK22,2002,14000,12896.469273743016,1103.530726256984,108.55684375958428,Low
Somerset,UKK23,2002,12843,12896.469273743016,-53.46927374301595,99.5853960288815,Low
Cornwall and Isles of Scilly,UKK30,2002,11995,12896.469273743016,-901.469273743016,93.00995292115812,Low
Plymouth,UKK41,2002,10894,12896.469273743016,-2002.469273743016,84.47273256549366,Low
Torbay,UKK42,2002,11575,12896.469273743016,-1321.469273743016,89.75324760837057,Low
Devon CC,UKK43,2002,12988,12896.469273743016,91.53072625698405,100.70973476782005,Low
Isle of Anglesey,UKL11,2002,11208,12896.469273743016,-1688.469273743016,86.90750748981576,Low
Gwynedd,UKL12,2002,10984,12896.469273743016,-1912.469273743016,85.17059798966241,Low
Conwy and Denbighshire,UKL13,2002,12156,12896.469273743016,-740.469273743016,94.25835662439333,Low
South West Wales,UKL14,2002,10643,12896.469273743016,-2253.469273743016,82.52646343808968,Low
Central Valleys,UKL15,2002,10355,12896.469273743016,-2541.469273743016,80.29329408074966,Low
Gwent Valleys,UKL16,2002,10712,12896.469273743016,-2184.469273743016,83.06149359661906,Low
Bridgend and Neath Port Talbot,UKL17,2002,11287,12896.469273743016,-1609.469273743016,87.52007825103057,Low
Swansea,UKL18,2002,11611,12896.469273743016,-1285.469273743016,90.03239377803808,Low
